text,path,num_frames,width,height,trajectory_maps_path,videoid,mask_start_index,mask_end_index,box_path
kitten walk around the walk away,/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/17,c0fe577aecfd_17,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/17
"kitten lay down at first, then walk aournd then walk away",/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/18,c0fe577aecfd_18,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/18
cat shifting around,/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/19,c0fe577aecfd_19,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/19
person staying still,/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/20,c0fe577aecfd_20,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/20
human sit,/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/21,c0fe577aecfd_21,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/21
human stand still,/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/22,c0fe577aecfd_22,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/22
"cat lie down, then move around",/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/23,c0fe577aecfd_23,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/23
"human stand, and look left-side and right-side",/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/24,c0fe577aecfd_24,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/24
human stand and look at phone,/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/25,c0fe577aecfd_25,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/25
the cat lying on the ground and then staying up,/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/26,c0fe577aecfd_26,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/26
woman in white staying on left-sidemost and talking,/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/27,c0fe577aecfd_27,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/27
man staying right-sidemost and frolicking mobile phone then moving to left-side,/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/28,c0fe577aecfd_28,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/28
man shifting from right-sidemost to left-sidemost,/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/29,c0fe577aecfd_29,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/29
three kittens frolicking and jogging around,/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/30,c0fe577aecfd_30,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/30
kitten staying on the stair then climb up,/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/31,c0fe577aecfd_31,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/31
kitten move around the move away,/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/32,c0fe577aecfd_32,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/32
"kitten lay down at first, then move aournd then move away",/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/33,c0fe577aecfd_33,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/33
bird moving around,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/0,9f22b96fb50b_0,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/0
person staying in place without changing position,/datadrive2/MeViS_release/train/JPEGImages/c0fe577aecfd,107,1920,1080,/datadrive2/MeViS_release/train/masks/c0fe577aecfd/34,c0fe577aecfd_34,0,106,/datadrive2/MeViS_release/train/boxes/c0fe577aecfd/34
car moving from right to left,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/2,9f22b96fb50b_2,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/2
bicycle moving from left to right,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/3,9f22b96fb50b_3,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/3
stationary car,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/1,9f22b96fb50b_1,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/1
person riding bicycle from left to right,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/4,9f22b96fb50b_4,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/4
car moving from left to right,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/5,9f22b96fb50b_5,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/5
bird stand on a branch and jump to the bottom of the cage,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/6,9f22b96fb50b_6,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/6
bird stand on a branch and fly up,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/7,9f22b96fb50b_7,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/7
the car moves from right to left,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/9,9f22b96fb50b_9,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/9
bicycle moves from left to right,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/10,9f22b96fb50b_10,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/10
car park,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/8,9f22b96fb50b_8,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/8
person ride a bicycle move from left to right,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/11,9f22b96fb50b_11,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/11
the car moves from left to right,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/12,9f22b96fb50b_12,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/12
bicycle moving to right,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/13,9f22b96fb50b_13,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/13
person on bicycle moving to the right,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/14,9f22b96fb50b_14,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/14
parked sliver car without moving position,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/15,9f22b96fb50b_15,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/15
two birds jumping up and down,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/16,9f22b96fb50b_16,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/16
the bird jumping off the pole,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/17,9f22b96fb50b_17,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/17
the bird jumping up the pole to go to a higher pole,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/18,9f22b96fb50b_18,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/18
climb down the cage,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/19,9f22b96fb50b_19,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/19
climb up the cage,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/20,9f22b96fb50b_20,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/20
avian creature stand on a branch and jump to the bottom of the cage,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/21,9f22b96fb50b_21,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/21
avian creature stand on a branch and fly up,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/22,9f22b96fb50b_22,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/22
parked sliver car without altering location,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/23,9f22b96fb50b_23,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/23
two avian creatures jumping up and down,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/24,9f22b96fb50b_24,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/24
the avian creature jumping off the pole,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/25,9f22b96fb50b_25,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/25
a man in the shape of an eagle pretends to be a doll,/datadrive2/MeViS_release/train/JPEGImages/c68bc89bb8a9,90,854,480,/datadrive2/MeViS_release/train/masks/c68bc89bb8a9/0,c68bc89bb8a9_0,0,89,/datadrive2/MeViS_release/train/boxes/c68bc89bb8a9/0
doll that protects the two children,/datadrive2/MeViS_release/train/JPEGImages/c68bc89bb8a9,90,854,480,/datadrive2/MeViS_release/train/masks/c68bc89bb8a9/1,c68bc89bb8a9_1,0,89,/datadrive2/MeViS_release/train/boxes/c68bc89bb8a9/1
the avian creature jumping up the pole to go to a higher pole,/datadrive2/MeViS_release/train/JPEGImages/9f22b96fb50b,59,1920,1080,/datadrive2/MeViS_release/train/masks/9f22b96fb50b/26,9f22b96fb50b_26,0,58,/datadrive2/MeViS_release/train/boxes/9f22b96fb50b/26
boy with black helmet,/datadrive2/MeViS_release/train/JPEGImages/c68bc89bb8a9,90,854,480,/datadrive2/MeViS_release/train/masks/c68bc89bb8a9/2,c68bc89bb8a9_2,0,89,/datadrive2/MeViS_release/train/boxes/c68bc89bb8a9/2
little girl in yellow pants holding black helmet boy behind,/datadrive2/MeViS_release/train/JPEGImages/c68bc89bb8a9,90,854,480,/datadrive2/MeViS_release/train/masks/c68bc89bb8a9/3,c68bc89bb8a9_3,0,89,/datadrive2/MeViS_release/train/boxes/c68bc89bb8a9/3
a girl is smiling and standing at back,/datadrive2/MeViS_release/train/JPEGImages/c68bc89bb8a9,90,854,480,/datadrive2/MeViS_release/train/masks/c68bc89bb8a9/5,c68bc89bb8a9_5,0,89,/datadrive2/MeViS_release/train/boxes/c68bc89bb8a9/5
an eagle is protecting children,/datadrive2/MeViS_release/train/JPEGImages/c68bc89bb8a9,90,854,480,/datadrive2/MeViS_release/train/masks/c68bc89bb8a9/4,c68bc89bb8a9_4,0,89,/datadrive2/MeViS_release/train/boxes/c68bc89bb8a9/4
little girl in yellow pants carrying black helmet boy behind,/datadrive2/MeViS_release/train/JPEGImages/c68bc89bb8a9,90,854,480,/datadrive2/MeViS_release/train/masks/c68bc89bb8a9/6,c68bc89bb8a9_6,0,89,/datadrive2/MeViS_release/train/boxes/c68bc89bb8a9/6
a girl is smiling and staying at back-side,/datadrive2/MeViS_release/train/JPEGImages/c68bc89bb8a9,90,854,480,/datadrive2/MeViS_release/train/masks/c68bc89bb8a9/7,c68bc89bb8a9_7,0,89,/datadrive2/MeViS_release/train/boxes/c68bc89bb8a9/7
zebra running from left to center then stopping,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/0,609929367f43_0,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/0
zebra trying to move forward with hind leg being pulled back,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/1,609929367f43_1,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/1
zebra standing still,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/2,609929367f43_2,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/2
zebra running from right to left,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/3,609929367f43_3,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/3
zebra moving a bit forward,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/4,609929367f43_4,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/4
zebra run around,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/5,609929367f43_5,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/5
dog stand,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/6,609929367f43_6,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/6
zebra caught,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/7,609929367f43_7,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/7
stand zebra,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/8,609929367f43_8,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/8
baby zebra caught by a lion,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/9,609929367f43_9,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/9
zebra standing still in the distance on the left,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/10,609929367f43_10,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/10
standing motionless wildebeest in the middle distance,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/11,609929367f43_11,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/11
zebras moving near lion,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/12,609929367f43_12,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/12
zebras moving from far right to far left,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/13,609929367f43_13,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/13
"zebra moving from right to middle, watching lion, then turning back to right",/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/14,609929367f43_14,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/14
standing then being forced to lay down,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/15,609929367f43_15,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/15
standing without moving position,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/16,609929367f43_16,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/16
running passed by but turned head back,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/17,609929367f43_17,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/17
running passed by without stopping,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/18,609929367f43_18,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/18
running and stopped half way then turned back,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/19,609929367f43_19,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/19
zebra jogging from left-side to center then stopping,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/20,609929367f43_20,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/20
zebra trying to shift forward with hind leg being pulled back,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/21,609929367f43_21,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/21
zebra staying still,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/22,609929367f43_22,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/22
zebra jogging from right-side to left-side,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/23,609929367f43_23,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/23
zebra shifting a bit forward,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/24,609929367f43_24,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/24
zebra staying still in the distance on the left-side,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/25,609929367f43_25,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/25
zebras shifting near lion,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/26,609929367f43_26,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/26
zebras shifting from far right-side to far left-side,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/27,609929367f43_27,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/27
"zebra shifting from right-side to middle, watching lion, then turning back-side to right-side",/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/28,609929367f43_28,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/28
staying then being forced to lay down,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/29,609929367f43_29,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/29
staying without shifting position,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/30,609929367f43_30,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/30
jogging passed by but turned head back,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/31,609929367f43_31,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/31
jogging passed by without stopping,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/32,609929367f43_32,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/32
jogging and stopped half way then turned back,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/33,609929367f43_33,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/33
the zebra caught by the lion.,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/34,609929367f43_34,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/34
the zebra seized by the lion.,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/35,609929367f43_35,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/35
the captured zebra in the lion's grasp.,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/36,609929367f43_36,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/36
the zebra that the lion has caught.,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/37,609929367f43_37,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/37
the zebra ensnared by the lion.,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/38,609929367f43_38,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/38
zebra staying in place without changing position,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/39,609929367f43_39,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/39
zebra staying in place without changing position in the distance on the left,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/40,609929367f43_40,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/40
standing without altering location,/datadrive2/MeViS_release/train/JPEGImages/609929367f43,55,578,576,/datadrive2/MeViS_release/train/masks/609929367f43/41,609929367f43_41,0,54,/datadrive2/MeViS_release/train/boxes/609929367f43/41
dog jumping and moving around,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/0,9582fa317793_0,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/0
playing,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/1,9582fa317793_1,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/1
play,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/2,9582fa317793_2,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/2
playing white dog,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/3,9582fa317793_3,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/3
brown and white dogs playing,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/4,9582fa317793_4,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/4
white dog,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/5,9582fa317793_5,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/5
yellow and white dog,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/6,9582fa317793_6,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/6
white dog fighting with another dog,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/7,9582fa317793_7,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/7
brown and white dog fighting with another dog,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/8,9582fa317793_8,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/8
the two dogs that are playfully wrestling.,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/9,9582fa317793_9,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/9
the two dogs engaged in playful wrestling.,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/10,9582fa317793_10,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/10
the playful interaction between the two dogs.,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/11,9582fa317793_11,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/11
the dogs playfully wrestling with each other.,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/12,9582fa317793_12,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/12
the two dogs in the midst of roughhousing.,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/13,9582fa317793_13,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/13
the playful tussle between the two dogs.,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/14,9582fa317793_14,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/14
the dogs playfully biting and chasing each other.,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/15,9582fa317793_15,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/15
the energetic play session between the two dogs.,/datadrive2/MeViS_release/train/JPEGImages/9582fa317793,180,1920,1080,/datadrive2/MeViS_release/train/masks/9582fa317793/16,9582fa317793_16,0,179,/datadrive2/MeViS_release/train/boxes/9582fa317793/16
